firm_ID,event_date,realized_earnings,earnings_forecast,lagged_ME
634,2017-03-31,279.53,293.78,2254.32
635,2017-06-21,935.16,1027.6,12277.61
636,2017-10-02,172.02,178.23,2160.83
637,2017-01-13,928.34,959.36,7838.98
638,2017-07-06,763.91,772.88,11784.17
639,2017-05-17,872.04,963.46,15788.67
640,2018-02-23,485.01,546.24,8416.87
641,2017-07-14,711.45,742.16,14142.85
642,2017-10-05,926.08,983.24,10332.44
643,2017-07-05,241,240.06,2361.75
644,2017-01-06,683.48,728.67,6964.15
645,2018-03-07,128.66,131.06,2425.4
646,2017-03-29,290.86,291.82,2691.59
647,2017-01-31,391.61,413.09,3691.55
648,2017-07-05,283.77,332.9,5191.62
649,2017-07-07,957.78,987.68,7652.7
650,2017-11-08,327.68,383.8,6525.35
651,2018-01-12,185.36,209.66,3502.24
652,2017-03-31,267.37,283.91,2675.15
653,2017-04-18,348.36,374.14,6118.11
654,2017-04-11,446.21,459.9,4318.66
655,2017-03-08,131.51,143.55,1526.02
656,2018-03-12,466.36,480.85,4640.51
657,2017-03-14,327.03,337.9,3873.65
658,2018-03-26,438.97,436.55,3968.39
659,2017-04-07,554.14,586.1,10384.83
660,2017-06-14,271.78,302.13,4072.18
661,2017-08-22,689.78,794.09,12922.13
662,2017-09-04,325.79,329.22,1703.45
663,2018-02-26,358.93,423.66,6995.19
664,2018-01-23,696.86,705.81,8372.38
665,2017-08-29,746.43,755.49,5936.18
666,2017-09-22,262.05,259.1,5155.51
667,2017-03-13,615.3,683.07,7833.41
668,2017-11-01,502.92,516.92,8779.8
669,2018-02-06,105.29,120.03,1587.86
670,2017-05-19,216.21,222.06,1840.73
671,2017-11-07,585.41,618.02,3700.93
672,2017-02-13,835.23,859.49,8620.78
673,2017-01-13,463.72,536.44,6833.01
674,2017-06-20,722.74,722.67,4366.27
675,2017-04-14,530.2,540.97,10496.79
676,2017-07-25,939.33,1026.67,11099.34
677,2018-03-02,707.5,766.18,7382.37
678,2018-01-29,728.63,861.21,7555.58
679,2017-08-22,440.72,465.41,2902.9
680,2017-05-26,423.48,450.57,4055.69
681,2017-12-04,571.26,592.66,5534.07
682,2017-11-07,751.56,917.42,11999.94
683,2017-04-28,306.48,342.86,4122.81
684,2017-10-12,832.63,847.54,10002.13
685,2018-01-15,209.99,210.78,1573.42
686,2017-03-23,132.14,140.21,1075.89
687,2017-04-06,657.04,652.05,5957.76
688,2017-11-29,787.96,920.15,14791.2
689,2017-03-08,682.5,695.56,3797.8
690,2017-08-24,226.92,234.13,2010.27
691,2018-03-23,600.62,684.97,11910.64
692,2018-03-14,604.69,649.1,5546.77
693,2017-01-30,720.67,732.72,10896.19
694,2017-07-21,249.39,267.97,1469.31
695,2017-07-07,404.28,423.37,2896.48
696,2018-02-15,362.4,394.72,4393.4
697,2017-08-16,453.3,509.8,7313.47
698,2017-07-04,465.14,504.58,7585.93
699,2017-08-01,596.58,600.88,7970.73
700,2017-08-28,312.89,309.44,3751.36
701,2017-10-02,901.48,976.33,12859.17
702,2017-04-13,378.85,432.52,7230.41
703,2017-10-18,492.34,472.08,7957.87
704,2017-09-06,614.91,695.56,5593.11
705,2018-01-17,238.77,266.8,3339.3
706,2017-08-15,761.85,828.25,12036.5
707,2017-12-05,382.63,380.9,2891.22
708,2017-10-19,648.4,763.29,10698.71
709,2017-12-15,412.09,438.65,6103.19
710,2017-04-10,361.1,413.66,4431.1
711,2017-05-15,865.3,912.6,8627.74
712,2017-08-08,835.78,860.79,5063.94
713,2017-06-21,798.5,870.32,13474.75
714,2017-06-15,549.3,586.72,6153.09
715,2018-02-20,613.16,643.41,5809.9
716,2017-12-11,854.31,880.68,15217.35
717,2017-02-13,353.94,369.84,3450.54
718,2017-01-16,629.23,661.33,11425.78
719,2017-03-28,614.23,712.06,9564.9
720,2017-10-30,166.89,180.26,1591.18
721,2017-06-19,178.12,181.8,1257.02
722,2018-03-08,813.23,842.67,14230.37
723,2017-02-15,282.89,287.06,2177
724,2017-01-24,436.04,449.12,2214.01
725,2017-06-22,911.69,906.77,16200.74
726,2017-08-31,502.42,545.14,7809.37
727,2018-03-27,613,630.6,4561.88
728,2017-05-12,148.65,155.38,2240.87
729,2017-06-15,258.62,260.67,2495.4
730,2017-06-06,308.78,334.78,2717.55
731,2017-04-11,984.88,1047.02,16682.98
732,2017-01-16,302.86,319.11,3569.53
733,2017-11-21,746.15,778.63,4365.64
734,2017-12-05,329.27,339.09,2901.29
735,2017-11-28,680.46,684.75,4863.91
736,2017-08-02,278.48,303.92,3840.05
737,2017-05-22,842.78,836.36,5077.03
738,2018-01-25,594.59,658.3,11328.48
739,2018-02-06,755.98,761.43,5988.04
740,2017-05-23,614.09,634.74,10273.2
741,2018-02-08,846.44,926.12,15316.84
742,2017-08-14,621.69,659.18,11745.69
743,2017-12-11,879.48,949.42,13723.21
744,2018-03-28,596.64,637.58,6765.49
745,2017-12-01,571.69,600.4,6851.37
746,2017-12-15,612.38,701.37,6300.6
747,2018-02-19,540.02,566.56,9739.43
748,2017-04-11,884.45,973.13,15285.55
749,2018-01-26,778.46,813.75,5309.33
750,2017-01-20,868.67,938.17,13486
751,2017-09-20,820.32,818.63,7638.21
752,2017-08-03,296.3,307.33,2402.1
753,2017-09-14,593.85,601.74,6170.46
754,2018-01-11,445.6,471.27,5905.78
755,2017-06-16,610.06,646.87,4984.46
756,2018-02-07,285.76,294.27,2731.42
757,2017-01-23,370.19,377.84,2453.5
758,2017-03-17,762.01,755.48,7463.33
759,2017-07-13,982.31,1070.96,19398.75
760,2018-01-09,715.08,775.45,5455.77
761,2017-06-02,557.28,566.1,10409.26
762,2017-11-13,235.03,256.8,3542.97
763,2017-08-10,354.57,369.24,5404.79
764,2017-06-15,456.15,474.14,5450.47
765,2017-07-14,878.95,919.13,7172.52
766,2017-12-25,785.53,821.06,6606.37
767,2017-11-01,214.36,226.56,1858.81
768,2017-10-18,461.52,476.2,4366.16
769,2017-09-19,276.7,316.52,4903.14
770,2017-05-10,527.46,541.72,7084.14
771,2018-01-11,201.42,201.49,1235.87
772,2017-06-13,854.21,883.51,5489.23
773,2018-01-12,716.87,772.76,6641.88
774,2017-06-01,106.9,105.04,1817.38
775,2017-08-02,935.38,984.76,15379.31
776,2018-02-01,338.94,338.01,5984.63
777,2017-01-24,226.75,252.84,4250.22
778,2017-01-24,552.25,582.32,10037.62
779,2017-05-10,489.6,511.06,5393.81
780,2018-03-22,409.15,420.78,2932.65
781,2017-11-06,987.14,993.53,5756.52
782,2017-12-14,514.44,570.43,9638.31
783,2017-06-23,102.02,103.77,525.28
784,2017-06-26,883.61,928.24,10975.12
785,2017-09-28,615.86,691.48,11175.69
786,2017-12-08,214.72,233.32,2666.04
787,2017-08-07,113.93,117.59,1149.58
788,2017-07-24,271.65,272.32,4526.44
789,2017-11-10,891.87,946.07,17768.3
790,2017-12-13,671.06,755.53,9733.21
791,2017-07-05,246.36,266.22,4847.88
792,2018-02-08,266.99,266,4452.83
793,2017-04-04,401.91,405.28,3875.96
794,2017-09-15,978.09,1002.14,17299.72
795,2017-04-11,381.63,439.38,7216.71
796,2018-01-15,893.23,1009.86,14275.41
797,2018-03-07,617.62,678.95,7348.79
798,2017-03-21,873.31,958.66,13801.72
799,2017-06-22,659.75,688.65,8027.76
800,2017-02-20,221.71,227.86,2674.58
801,2017-12-14,158.18,165.91,2236.15
802,2017-11-02,330.37,370.27,5931.05
803,2017-07-18,504.2,522.78,6844.03
804,2017-03-29,712.23,727.37,6099.9
805,2017-03-29,796.4,835.15,8665.86
806,2017-08-14,977.66,988.45,7728.7
807,2018-01-16,562.31,555.53,4117.26
808,2018-01-22,751.92,780.81,14643.53
809,2017-10-26,417.46,413.08,6350.4
810,2017-05-16,977.15,1029.85,14078.3
811,2017-02-17,523.97,536.46,2949.5
812,2017-02-03,125.64,125.68,2364.1
813,2017-11-10,814.98,903.85,15573.46
814,2018-02-09,251.98,265.26,4959.82
815,2017-03-17,575.59,645.92,9374.97
816,2018-01-16,784.66,904.86,10011.46
817,2017-02-22,265.15,293.82,4967
818,2018-02-16,567.61,602.89,6704.18
819,2017-08-30,323.07,336.91,5064.18
820,2017-07-07,287.53,285.18,3063.94
821,2017-04-18,171.63,177.02,2932.76
822,2018-03-28,253.58,263.97,1739.84
823,2017-10-04,727.35,764.16,5551.6
824,2017-10-24,107.64,112.6,1315.85
825,2017-05-30,506.78,530.72,5229.18
826,2017-10-06,586.65,628.48,6313.9
827,2018-02-28,256.55,299.24,4624.33
828,2017-01-18,921.16,944.57,6001.85
829,2017-02-15,303.36,303.3,4973.9
830,2017-04-19,801.99,854.07,8065.91
831,2018-03-22,638.83,669.75,9263.37
832,2017-07-14,176.1,181.52,3049.94
833,2017-07-26,835.7,936.26,6410.38
834,2018-03-20,641.25,689.2,4088.2
835,2017-10-03,220.69,243.49,2734.91
836,2017-01-18,995.42,993.51,10238.5
837,2017-09-15,647.77,654.47,4974.11
838,2017-06-22,785.71,798.61,5003.36
839,2018-01-19,815.52,847.96,5845.04
840,2017-04-12,193.06,199.67,3831.24
841,2017-06-13,630.15,675.47,10206.09
842,2017-07-13,417.32,411.19,3545.17
843,2017-11-20,729.25,711.77,6946.64
844,2017-07-19,509.81,530.91,3670.26
845,2017-10-23,681.55,715.58,3524.24
846,2017-03-15,604.99,634.1,6008.71
847,2017-07-27,801.88,823.65,12953.03
848,2017-04-12,160.2,177.28,2477.46
849,2017-10-30,152.58,159,1473.68
850,2017-06-08,282.06,297.27,4446.89
851,2017-08-03,222.08,228.84,1683.4
852,2017-06-02,715.28,722.38,7680.09
853,2018-03-15,658.54,690.95,4288.4
854,2017-05-11,538.23,578.04,8264.9
855,2017-10-13,149.45,162,1665.38
856,2017-12-19,625.04,644.09,3816.2
857,2018-01-16,203.44,204.01,1565.85
858,2017-05-11,863.19,1071.32,14157.9
859,2017-05-10,268.25,319.11,5340.78
860,2017-10-25,738.28,809.44,11204.72
861,2017-10-24,565.63,579.08,5206.83
862,2017-07-20,731.87,838,14113.87
863,2017-06-07,781.5,825.65,12138.52
864,2017-09-15,771.33,849.68,9622.05
865,2018-02-01,295.7,310.06,1747.56
866,2018-02-02,409.45,445.91,6735.55
867,2017-11-14,136.63,138.04,1832.07
868,2018-03-14,198.37,195.32,2599.81
869,2017-03-22,130.2,137.47,1095.26
870,2017-03-10,909.52,1045.29,14096.19
871,2017-06-09,817.71,842.6,8915.68
872,2018-01-29,915.38,939.07,5782.7
873,2018-03-13,308.69,317.21,2440.32
874,2017-11-14,719.17,736.23,5471.35
875,2018-02-23,418.06,467.96,7855.91
876,2017-04-07,182.84,191.86,1076.28
877,2017-04-03,399.9,443.2,4427.42
878,2018-03-27,921.63,1088.85,11409.05
879,2017-09-26,331.85,361.33,5390.78
880,2018-01-11,986.1,1206.9,15491.02
881,2017-08-02,271.59,306.35,4596.94
882,2017-08-10,907.38,903.23,8825.94
883,2017-04-13,749.19,833.87,14029.34
884,2017-04-07,981.49,988.24,18028.08
885,2017-08-14,162.66,171.87,2407.2
886,2017-10-10,329.56,331.72,3426.98
887,2017-02-17,306.68,324.4,1796.3
888,2017-02-10,343.27,351.55,2534.3
889,2017-12-20,181.3,182.08,1862.02
890,2017-06-06,725.94,805.37,14315.99
891,2017-03-29,449.42,462.14,5560.15
892,2017-11-24,841.3,929.92,13292.35
893,2017-10-20,756.84,754,5522.82
894,2018-03-27,465.98,476.34,6135.79
895,2017-04-28,215.11,225.72,3444.98
896,2017-04-11,743.29,811.61,7865.49
897,2017-12-20,857.72,889.47,9807.12
898,2017-07-14,475,496.99,5878.01
899,2017-04-03,291.8,323.67,3810.57
900,2017-04-07,588.47,605.34,9747.54
901,2017-08-16,461.2,467.6,4821.74
902,2017-01-20,658.12,658.16,6013.8
903,2017-12-26,917.9,950.49,12377.66
904,2017-05-09,803.22,821.31,4486.01
905,2017-10-25,481.61,474.33,7249.24
906,2017-04-17,922.39,989.8,16325.83
907,2017-04-25,991.65,995.25,10521.18
908,2017-11-24,276.86,293.47,3868.22
909,2017-05-10,346.82,348.78,5703.94
910,2017-12-06,840.94,978.02,11277.26
911,2017-02-21,766.94,835.26,12508.48
912,2017-10-10,591.9,614.54,7708.12
913,2017-09-20,626.12,651.04,6907.62
914,2017-02-15,777.6,790.93,4982.07
915,2018-03-06,612.73,661.26,5825.59
916,2017-04-21,211.81,229.98,3656.19
917,2017-12-27,148.23,152.89,1465.59
918,2017-03-07,110.8,111.66,838.85
919,2017-09-07,695,726.33,12141.29
920,2017-02-27,151.03,173.44,2989.73
921,2017-05-10,163.67,174.25,1580.52
922,2017-09-25,805.79,869.44,8825.6
923,2017-09-14,384.82,391.54,2807.22
924,2017-07-31,356.34,363.66,2591.01
925,2017-06-26,786.14,865.33,11401.97
926,2017-03-13,191.17,194.73,2129.05
927,2017-03-02,945.58,951.02,9998.3
928,2018-03-28,343.25,361.04,3090.56
929,2017-08-04,512.46,579.65,5511.3
930,2017-12-22,379.39,384.71,3814.3
931,2017-02-06,657.02,674.44,5046.32
932,2017-03-27,719.91,761.65,8700.92
933,2017-08-01,289.45,301.38,2549.68
934,2017-09-12,760.14,793.85,9091.61
935,2017-05-19,280.18,319.18,3060.11
936,2017-09-25,554.88,606.68,10526.76
937,2017-05-08,982.07,996.48,13074.3
938,2017-11-10,460.48,490.85,5098.96
939,2017-07-24,485.58,512.67,6873.91
940,2017-01-16,105.46,112.83,2019.11
941,2017-11-24,102.44,105.03,1312.65
942,2017-07-10,857.81,871.1,7386.32
943,2017-10-26,139.55,149.08,2126.14
944,2017-01-04,921.43,989.37,9849.44
945,2017-06-21,217.04,228.36,4215.18
946,2017-07-27,942.91,952.19,12639.48
947,2017-09-07,307.21,336.97,5357.86
948,2017-12-14,671.43,688.09,6169.19
949,2017-08-10,116.11,119.33,1819.21
950,2017-08-14,345.45,354,4521.58
951,2017-06-16,455.03,488,5988.58
952,2017-11-02,511.77,524.61,4233.86
953,2017-11-15,325.35,325.62,2845.61
954,2017-12-07,353.39,386.76,4089.32
955,2017-09-19,208.64,212.7,1991.51
956,2017-12-18,469.01,488.23,4403.88
957,2017-07-12,992.73,1023.48,7178.53
958,2018-02-13,512.64,600.12,10241.49
959,2017-11-30,168.3,176.52,2342.28
960,2017-06-20,953.07,1045.24,16435.86
961,2017-06-15,968.51,1010.73,19220.35
962,2017-02-07,428.5,428.17,5773.68
963,2017-06-06,567.86,638.57,10256.63
964,2017-05-22,265.37,270.85,1574.14
965,2017-06-27,672.2,753.07,7355.22
966,2018-03-13,281.76,293.21,4613.7
967,2017-02-02,307.12,318.76,4863.94
968,2018-01-31,748.51,779.33,5507.64
969,2017-03-08,185.67,189.1,1089.13
970,2017-11-30,701.66,738.36,6359.08
971,2017-01-24,894.24,933.78,14137.45
972,2017-06-14,998.92,1035.97,18411.56
973,2017-12-06,392.87,405.93,3796.82
974,2017-12-07,267.28,324.98,5263.15
975,2017-11-07,495.73,564.73,5201.28
976,2017-04-20,336.37,378.31,4238.68
977,2017-12-07,843.62,903.08,9879.54
978,2018-02-22,137.28,139.05,1381.79
979,2017-04-11,159.89,174.44,2343.13
980,2017-03-23,645.7,662.81,3606.94
981,2017-10-10,581.18,597.34,4260.58
982,2018-02-07,370.32,369.96,5537.09
983,2017-03-31,910.73,926.74,13422.61
984,2017-10-20,208.02,218.19,3795.37
985,2018-01-16,204.55,241.12,3824.05
986,2017-10-11,219.19,216.41,1989.92
987,2018-02-16,142.1,143.48,821.18
988,2017-11-09,469.46,516.23,7217.9
989,2017-05-16,875.03,896.58,5245.52
990,2017-10-18,247.21,246.04,3894.82
991,2018-02-26,719.3,753.53,10045.91
992,2018-03-27,732.2,776.88,7226.89
993,2018-02-27,661.91,664.11,9072.54
994,2017-09-08,882.45,936.12,10761.63
995,2018-03-09,105.4,114.61,1040.45
996,2018-02-09,222.89,229.35,1177.09
997,2017-07-20,395.85,410.45,5814.21
998,2018-03-01,927.43,960.35,18027.5
999,2017-08-22,607.49,664.34,10711.97
1000,2017-11-07,532.41,565.21,7444.68
1001,2018-03-15,836.5,877.23,8241.77
1002,2017-10-11,547.54,671.97,10843.63
1003,2017-04-04,219.36,219.91,4161.54
1004,2017-11-07,362.82,393.32,3579.72
1005,2018-01-15,953.35,1049.32,18065.41
1006,2017-12-27,708.23,713.78,4028.5
1007,2017-08-15,454.99,501.84,7437.74
1008,2017-11-21,992.75,1050.16,10988.78
1009,2017-08-17,726.7,807.31,13722.34
1010,2017-04-03,618.78,619.55,3187.2
1011,2017-11-01,925.83,973.75,16359.24
1012,2017-02-03,576.61,624.02,6419.18
1013,2018-02-01,980.79,1063.59,15658.87
1014,2018-01-25,185.64,198.14,2259.94
1015,2017-05-19,997.07,1050.75,8635.65
1016,2017-04-06,891.77,923.23,17505.86
1017,2017-08-24,864.07,904.97,8161.93
1018,2017-07-18,131.8,136.21,1126.79
1019,2017-11-01,651.03,665.11,4281.88
1020,2017-01-19,177.21,191.59,2346.53
1021,2017-05-11,587.59,651.62,10453.55
1022,2017-11-30,697.14,881.93,13843.01
1023,2017-08-23,741.75,764.58,11181.37
1024,2017-04-24,612.87,722.69,11434.83
1025,2017-09-04,251.34,257.83,1406.59
1026,2017-06-14,247.05,269.79,2845.14
1027,2017-07-26,652.36,654.86,12572.7
1028,2018-02-19,111.34,115.05,1304.74
1029,2017-08-23,310.9,339.49,2938.16
1030,2017-05-30,648.05,716.84,11675.39
1031,2018-02-14,852.28,919.15,9902.38
1032,2017-09-07,598.33,632.03,10127.96
1033,2017-06-16,647.07,671.94,7905.89
1034,2018-03-14,507.35,584.03,9271.24
1035,2018-01-05,162.46,167.93,1820.54
1036,2017-08-07,145.16,170.51,2799.4
1037,2018-02-26,682.63,714.5,4703.43
1038,2017-11-10,709.23,748.2,11575.45
1039,2017-03-02,844.45,844.32,6251.78
1040,2017-07-27,636.09,685.11,12035.39
1041,2017-07-06,844.2,863.76,6560.93
1042,2017-11-09,402.95,412.89,2639.9
1043,2017-09-07,201.8,218.28,1972.53
1044,2017-08-29,593.9,604.08,8089.3
1045,2017-12-01,408.72,417.44,2456.32
1046,2017-05-25,464.48,481.8,4607.04
1047,2017-03-23,418.64,425.54,4468.23
1048,2017-04-26,400.65,428.57,6347.58
1049,2017-06-19,718.52,717.51,12815
1050,2017-01-11,239.58,245.46,2352.87
1051,2017-05-24,296.33,312.13,3811.25
1052,2017-11-17,313.68,310.94,5229.26
1053,2018-03-14,664.32,725.64,12926.41
1054,2017-07-26,430.45,454.46,2520.25
1055,2017-08-21,300.82,327.01,5875.38
1056,2017-09-21,386.35,445.06,6181.78
1057,2017-08-21,215.05,233.86,2144.73
1058,2017-11-24,611.25,615.8,4221.84
1059,2017-09-13,609.86,639.78,5288.71
1060,2017-04-05,458.73,477.87,2382.66
1061,2017-06-02,573.22,596.77,7626.94
1062,2017-02-09,666.18,693.99,11478.93
1063,2017-12-29,262.61,281.19,2532.9
1064,2017-12-18,834.88,980.11,15550.46
1065,2018-01-10,644.83,672.71,11456.97
1066,2017-07-14,686.75,770.13,8478.56
1067,2018-02-28,476.08,484.67,7157.59
1068,2017-05-09,849.72,890.53,10316.8
1069,2017-01-23,593.9,627.06,5574.45
1070,2018-01-29,195.27,207.53,3507.67
1071,2017-08-25,450.8,456.61,2772.36
1072,2017-03-03,971.46,1017.07,17069.01
1073,2017-11-10,997.22,1034.2,13191.41
1074,2017-10-06,275.78,331.56,4942.87
1075,2017-05-12,576.37,589.41,5399.21
1076,2017-08-15,787.11,824.21,11841.98
1077,2017-04-20,179.91,207.6,2422.08
1078,2017-12-20,687.06,694.19,11396.83
1079,2017-03-22,511.92,570.58,7455.18
1080,2017-11-10,185.41,189.76,1714.06
1081,2018-01-16,256.35,274.31,3908.05
1082,2017-03-31,811.32,898.11,12064.59
1083,2017-06-02,293.47,349.21,5595.23
1084,2017-07-11,903.83,1020.78,13305.06
1085,2017-05-22,227.43,245.69,2424.42
1086,2018-01-12,196.39,197.48,1450.54
1087,2017-12-20,540.76,579.85,7549.53
1088,2017-07-18,321.99,357.56,5732.6
1089,2018-02-22,452.03,469.33,4386.9
1090,2017-10-06,286.69,300.03,5050.93
1091,2017-10-04,110.33,123.26,1950.18
1092,2017-02-07,716.74,776.96,6025.92
1093,2018-03-01,644.34,674.96,6550.22
1094,2017-06-13,990.75,1152.37,16412.87
1095,2017-08-09,269.04,316.41,5124.67
1096,2017-12-25,936.7,1145.3,16914.99
1097,2017-06-15,183.36,191.39,2634.94
1098,2017-08-02,696.38,729.37,11790.31
1099,2017-08-10,191.74,198.33,1107.36
1100,2018-02-02,731.01,773.73,13745.88
1101,2017-04-21,348.83,400.79,6659.73
1102,2017-11-09,292.72,307.93,1523.31
1103,2017-09-19,870.91,889.78,12850.53
1104,2017-02-03,515.45,526.02,2598.85
1105,2017-06-02,268.38,290.27,1826
1106,2017-03-16,102.36,108.23,2027.02
1107,2017-09-05,149.06,157.97,2605.19
1108,2017-06-09,401.44,447.34,4290.97
1109,2017-03-01,322.9,386.34,6324.96
1110,2017-02-17,271.8,280.84,2284.34
1111,2017-08-15,927.4,972.15,7262.25
1112,2017-02-13,237.19,285.51,3179.02
1113,2017-06-30,458.82,466.69,2547.9
1114,2017-09-01,789.9,865.1,10905.79
1115,2017-04-10,242.03,249.61,2389.79
1116,2017-09-11,123.41,123.87,1037.53
1117,2018-03-20,745.16,814.93,8258.99
1118,2017-08-03,557.17,563.71,7939.56
1119,2018-01-19,952.46,997.75,15448.36
1120,2017-08-10,255.64,284.63,4211.77
1121,2017-11-15,171.76,185.92,1903.15
1122,2017-01-17,108.8,115.9,719.39
1123,2018-01-16,525.1,561.94,5097.01
1124,2017-12-13,652.6,705.05,9683.58
1125,2017-10-03,818.91,856.16,4847.62
1126,2017-05-09,712.09,740.42,8463.61
1127,2018-02-01,788.22,851.9,11117.52
1128,2017-02-02,104.98,112.17,1696.13
1129,2017-01-25,869.92,888.62,6362.9
1130,2017-12-25,571.29,624.5,8678.61
1131,2018-02-26,728.99,767.42,7313.14
1132,2017-10-12,163.48,166.21,916.09
1133,2017-08-24,325.22,369.33,5118.01
1134,2017-10-02,819.73,878.68,15241.92
1135,2017-08-09,119.98,128.11,2077.82
1136,2017-08-17,303.04,315.36,2090.48
1137,2017-05-08,826.91,884.82,15557.02
1138,2017-07-13,737.78,828.7,12504.74
1139,2017-08-07,500.36,527.4,2767.48
1140,2017-12-11,615.84,625.29,3114.17
1141,2018-01-10,391.84,415.97,6280.42
1142,2017-05-10,287.9,305.71,2771.24
1143,2017-11-27,369.56,370.01,5765.69
1144,2017-09-15,250.76,259.89,1823.07
1145,2017-12-08,437.38,442.26,4199.59
1146,2017-06-08,634.54,663.49,10247.78
1147,2017-09-22,990.93,1113.13,16675.12
1148,2018-03-28,644.56,734.71,9090.95
1149,2017-09-13,107.05,108.08,622.97
1150,2017-01-16,874.06,915.65,6969.51
1151,2017-09-27,338.74,382.55,5788.71
1152,2017-08-07,204.94,220.13,2509.42
1153,2017-01-06,543.07,552.47,4475.55
1154,2017-04-10,846.58,958.7,16070.77
1155,2017-04-21,835.46,902.53,10557.27
1156,2017-10-19,128.24,129.21,704.48
1157,2017-05-22,558.76,581.66,3576.19
1158,2017-02-02,215.08,220.72,3891.75
1159,2017-02-02,593.93,643.43,6870.44
1160,2017-02-24,588.97,629,8246.6
1161,2017-12-22,315.48,324.25,3067.39
1162,2017-05-09,706.89,728.3,4947.31
1163,2018-03-07,856.84,880.02,6845.78
1164,2017-07-14,215.73,229.32,2948.8
1165,2017-02-20,943.62,973.78,12839.67
1166,2017-08-09,559.7,588.29,6259.7
1167,2018-01-10,804.84,816.84,4318.37
1168,2017-06-13,708.84,751.59,7382.78
1169,2018-02-05,360.56,366.71,2236.9
1170,2017-11-15,628.81,688.79,7974.98
1171,2017-06-09,533.19,570.64,3729.61
1172,2017-05-02,562.04,572.19,5398.47
1173,2018-02-19,502.91,545.47,5659.87
1174,2017-04-11,853.44,868.3,5447.47
1175,2017-11-17,755.28,813.15,5560.06
1176,2018-03-28,220.19,231.76,4003.87
1177,2017-04-26,249.04,277.47,3533.08
1178,2018-03-08,376.28,381.42,4831.34
1179,2017-06-02,877.64,920.03,5280.82
1180,2017-10-17,311.51,324.77,4372.53
1181,2017-09-22,533.05,579.63,6490.66
1182,2017-07-06,961.4,990.89,6810.85
1183,2017-12-13,469.8,504.96,3556.88
1184,2017-09-08,491.41,498.32,6725.29
1185,2017-05-30,709.17,751.28,7102.2
1186,2017-11-29,358.31,356.05,3585.81
1187,2018-02-05,948.11,994.26,5181.76
1188,2017-05-17,483.77,500.73,6480.66
1189,2017-12-11,686.9,761.31,9156.99
1190,2017-08-14,261.42,267.81,4341.19
1191,2017-04-18,305.95,301.25,3611.06
1192,2018-03-23,461.99,511.26,5996.02
1193,2017-12-07,649.16,669.59,10918.04
1194,2017-03-10,779.27,948.94,14408.16
1195,2017-10-26,290.36,307.01,1920.96
1196,2017-04-28,630.48,645.12,4030.89
1197,2017-04-04,415.89,439.26,5576.81
1198,2018-02-02,620.77,656.57,4731.55
1199,2017-08-31,561.26,588.83,3020.37
1200,2017-08-08,839.99,893.69,12408.97
1201,2017-09-06,727.13,725.89,8478.16
1202,2017-08-29,988.62,1059.79,19562
1203,2017-01-05,433.8,436.76,3419.29
1204,2018-03-27,199.61,223.88,1525.84
1205,2017-02-07,139.39,138.56,1617.71
1206,2017-05-26,803.91,874.98,9523.2
1207,2017-09-06,277.29,302.94,4867.28
1208,2017-03-21,252.07,277.14,2363.44
1209,2017-04-13,751.86,776.62,5643.81
1210,2017-12-07,490.6,509.12,3010.26
1211,2017-10-11,722.9,774.46,11087.82
1212,2017-06-15,224.05,246.65,3062.04
1213,2018-02-07,159.98,177.48,2041.19
1214,2017-09-08,430.5,429.77,3280.65
1215,2017-01-25,591.75,641.26,5094.25
1216,2018-01-23,458.19,473.01,6066.32
1217,2018-01-11,217.25,242.66,3697.71
1218,2017-02-28,837.57,933.94,15197.68
1219,2017-06-02,233.49,256.43,4569.29
1220,2017-02-03,828.04,838.1,4615.73
1221,2018-02-15,631.86,649.4,9723.46
1222,2018-03-22,544.87,583.1,8973.72
1223,2017-03-02,268.26,283.01,2958.55
1224,2018-02-13,557.38,592.86,7219.18
1225,2017-10-30,709.78,761.07,7521.67
1226,2017-11-02,274.23,291.27,1875.44
1227,2017-01-04,913.87,928.24,12775.72
1228,2018-03-15,495.6,517,6957.53
1229,2017-01-13,896.21,954.24,17004.84
1230,2017-08-31,993.31,1143.84,14363.56
1231,2018-02-15,476.65,488.65,5750.56
1232,2017-10-11,777.48,777.16,6485.76
1233,2017-10-24,489.55,532.81,5664.57
1234,2017-05-15,174.34,202.44,2496.59
1235,2017-10-25,514.94,546.23,5158.52
1236,2018-03-08,946.38,959.07,15668.81
1237,2017-03-21,861.54,886.12,14566.97
1238,2017-09-08,903.99,911.29,4559.01
1239,2017-12-19,315.3,358.3,5958.77
1240,2018-02-20,829.13,895.19,14573.61
1241,2017-02-22,591.85,610.43,9599.1
1242,2017-06-19,725.62,752.79,13173.82
1243,2017-03-14,503.01,530.32,8136.02
1244,2017-07-05,109.42,117.56,595.48
1245,2018-01-10,344.57,382.97,5016.43
1246,2017-07-26,235.44,246.68,2077.96
1247,2017-02-02,140.82,149.53,1261.27
1248,2018-03-15,124.84,129.14,1305.16
1249,2017-10-05,135.13,136.95,926.12
1250,2017-10-25,793.88,821.97,11787.18
1251,2017-01-20,187.76,233.69,3323.5
1252,2017-04-19,997,1006.06,17108.97
1253,2017-08-18,990.22,990.75,19092.03
1254,2017-05-23,438.23,454.97,8637.93
1255,2017-06-22,483.12,531.27,4773.27
1256,2017-10-18,958.34,1060.38,10103.75
1257,2018-03-13,323.71,345.5,4793
